Value of n,Insertion sort (seconds),Merge Sort (seconds),Hybrid Merge Sort (seconds),Selection Sort (seconds),Bubble Sort (seconds)
100,0.0,0.0,0.0,0.0,0.0
1000,0.04758810997009277,0.0,0.0,0.05871176719665527,0.10035538673400879
5000,1.1202218532562256,0.01726055145263672,0.016631603240966797,1.285083532333374,2.5986833572387695
10000,4.808560371398926,0.05824756622314453,0.05180859565734863,5.221004247665405,10.920050621032715
20000,19.263411283493042,0.10937738418579102,0.1093902587890625,21.088233470916748,43.40996241569519
30000,42.455742597579956,0.18750739097595215,0.15624713897705078,48.67545747756958,102.16918897628784
